,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,2,0,1,3800000,8900000,16,389,200000,5600000,12200000,2200000,1
202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,2,0,0,500000,1500000,2,888,1500000,300000,1500000,600000,0
203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,2,0,1,6900000,15600000,6,352,13000000,5300000,22600000,10000000,1
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,4,0,1,9600000,30100000,12,870,300000,6700000,38200000,5600000,0
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,3,0,0,2900000,6500000,18,827,8300000,600000,10400000,3200000,0
206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,2,0,0,9800000,20900000,12,768,3400000,10200000,38600000,13400000,0
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,0,0,0,7100000,15400000,18,707,10300000,10800000,19600000,5800000,0
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,1,0,1,7700000,19100000,10,355,11300000,4900000,21900000,6600000,1
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,3,0,0,1400000,3300000,2,652,100000,2100000,3500000,1900000,0
210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,3,0,0,7800000,15900000,2,665,14400000,900000,27200000,5400000,0
211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,5,0,1,1700000,6000000,18,420,500000,1600000,3700000,2300000,1
212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,2,0,0,8500000,32700000,18,471,12600000,9400000,33900000,12500000,1
213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,5,0,0,1900000,7500000,20,715,5100000,2800000,6500000,2800000,0
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,2,0,1,6700000,15200000,10,689,0,8200000,15000000,6800000,0
215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,3,0,1,6900000,16400000,4,787,11100000,6100000,26400000,3800000,0
216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,2,0,0,2600000,7800000,4,819,3100000,4300000,5700000,1500000,0
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,4,0,1,9600000,21100000,6,809,16100000,9500000,34700000,8700000,0
218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,1,0,1,6800000,17000000,2,744,15500000,3900000,23700000,3500000,0
219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,0,0,0,3200000,11300000,6,484,3500000,5500000,8500000,2100000,1
220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,4,0,0,2900000,10400000,6,673,5100000,1700000,10600000,1700000,0
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,3,0,1,7900000,21200000,18,695,13800000,10600000,21800000,4900000,0
222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,4,0,1,3900000,12400000,12,473,6400000,4700000,13100000,3800000,1
223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,4,0,1,4600000,11000000,2,491,9000000,4000000,16100000,3500000,1
224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,3,0,1,700000,1700000,8,733,1200000,800000,2400000,500000,0
225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,0,0,0,5200000,15600000,20,434,14100000,5800000,18100000,5500000,1
226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,3,0,1,5900000,20600000,10,777,1900000,4600000,21200000,6400000,0
227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,4,0,0,7200000,19100000,4,774,9400000,7000000,17900000,3600000,0
228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,1,0,1,8700000,27000000,10,717,25500000,8600000,17500000,9100000,0
229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,3,0,1,1100000,3500000,12,503,3000000,400000,2200000,1200000,1
230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,1,0,1,4000000,10900000,14,598,3600000,6600000,13600000,4400000,0
231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,2,0,0,9800000,32400000,2,543,24200000,17500000,25700000,7700000,0
232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,0,0,1,2700000,6800000,20,796,700000,4200000,7000000,1900000,0
233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,3,0,1,8800000,34600000,8,386,14800000,16500000,18400000,6000000,1
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,5,0,1,3300000,7800000,16,632,8500000,500000,7100000,4900000,0
235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,1,0,1,6900000,23400000,4,481,18700000,1100000,23400000,10200000,0
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,3,0,1,900000,3500000,4,770,700000,0,2000000,600000,1
237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,3,0,1,4100000,15500000,6,667,2800000,1600000,14700000,4000000,0
238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,3,0,1,4700000,17500000,8,585,1200000,3100000,9600000,4900000,0
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,5,0,1,3400000,11600000,16,479,9200000,5700000,11200000,2400000,1
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,2,0,0,9600000,22500000,18,851,7400000,16200000,24300000,12700000,0
241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,3,0,1,7000000,16200000,6,378,20000000,12600000,20300000,5500000,1
242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,5,0,0,5700000,12900000,18,807,4100000,900000,18600000,5500000,0
243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,1,0,1,8200000,32400000,18,831,22800000,12300000,17700000,7800000,0
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,2,0,0,2100000,5100000,12,674,2200000,3200000,6400000,2400000,0
245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,1,0,1,8000000,28100000,18,725,1900000,12800000,23000000,7500000,0
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,2,0,0,8000000,29300000,4,600,16500000,13200000,29400000,6500000,0
247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,0,0,1,9400000,27000000,10,536,4400000,1700000,33800000,4800000,1
248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,0,0,0,8400000,20600000,10,477,1500000,1500000,25000000,11900000,1
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,1,0,1,1900000,5000000,6,560,1000000,1900000,6300000,1400000,0
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,0,0,1,4200000,16400000,20,539,9500000,2100000,11400000,3100000,1
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,5,0,0,2600000,9100000,8,852,3700000,700000,10300000,3300000,0
252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,3,0,0,3700000,8500000,20,853,8300000,5700000,7500000,4900000,0
253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,0,0,0,8800000,30900000,12,729,1700000,700000,25700000,11400000,0
254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,2,0,0,2100000,4700000,2,546,6000000,3200000,5700000,1500000,1
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,3,0,1,900000,2400000,10,489,800000,0,2800000,500000,1
256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,3,0,1,9800000,35400000,6,869,14400000,16400000,22800000,10300000,0
257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,2,0,0,8000000,20000000,2,502,4100000,2200000,31600000,9900000,1
258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,0,0,0,9800000,38800000,8,652,23200000,19000000,29700000,5400000,0
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,0,0,1,300000,1100000,8,789,400000,100000,800000,400000,0
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,4,0,0,2700000,8100000,4,325,5000000,800000,9900000,3400000,0
261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,3,0,1,7400000,19600000,2,716,4100000,8900000,29100000,4200000,0
262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,3,0,0,9200000,34300000,18,523,25600000,4000000,29100000,8800000,1
263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,5,0,0,9500000,22200000,20,352,24500000,0,30800000,7000000,1
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,5,0,1,3800000,14400000,2,345,3300000,800000,13000000,4700000,0
265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,0,0,0,8300000,19400000,18,649,2500000,16100000,24300000,11300000,0
266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,2,0,1,2800000,7400000,18,666,100000,2300000,6300000,3400000,0
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,0,0,0,8600000,20900000,10,813,11300000,11900000,26000000,4800000,0
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,0,0,0,5400000,16800000,10,599,5300000,7400000,14500000,7600000,0
269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,5,0,1,4200000,9400000,6,678,4700000,5500000,9900000,5700000,0
270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,5,0,0,5200000,12200000,20,513,13400000,2000000,16800000,5400000,1
271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,5,0,0,9400000,27900000,4,870,1100000,200000,29500000,10400000,0
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,3,0,0,8800000,20400000,8,483,3200000,11400000,28200000,11800000,1
273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,1,0,1,5900000,16700000,16,308,5800000,8800000,19100000,5300000,1
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,3,0,1,1700000,4900000,16,591,4700000,1000000,4300000,1400000,0
275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,1,0,0,7000000,23000000,10,886,14000000,3700000,26700000,3600000,0
276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,4,0,0,1700000,4000000,6,829,0,1600000,5200000,1700000,0
277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,0,0,0,1500000,4900000,12,651,1600000,2800000,4600000,800000,0
278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,4,0,0,2000000,4700000,18,733,3700000,3700000,7000000,2800000,0
279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,5,0,1,3900000,15500000,12,433,9500000,5400000,7900000,4600000,1
280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,1,0,1,900000,3600000,14,713,1300000,1000000,1800000,1200000,0
281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,1,0,0,6900000,22500000,18,403,800000,8400000,16900000,6300000,1
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,0,0,1,2800000,7800000,10,405,7800000,2500000,7100000,3400000,1
283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,3,0,1,6800000,19900000,10,516,16000000,6000000,26000000,8500000,1
284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,4,0,1,600000,1800000,8,417,1700000,700000,1800000,800000,1
285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,1,0,0,4700000,14000000,6,468,11300000,1800000,10600000,4600000,1
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,5,0,1,3000000,11800000,10,672,8700000,3600000,9800000,4100000,0
287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,5,0,0,4000000,13900000,6,530,6000000,5600000,12500000,6000000,1
288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,1,0,1,3100000,11300000,14,824,3700000,6000000,11000000,4400000,0
289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,1,0,1,7700000,25500000,12,549,18100000,10600000,20500000,7000000,1
290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,5,0,1,4300000,9300000,10,450,2100000,6700000,10000000,4100000,1
291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,1,0,1,5800000,19500000,20,431,13800000,5000000,15600000,3300000,1
292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,3,0,1,3600000,10700000,16,312,2300000,1600000,13100000,5200000,1
293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,0,0,1,2900000,7600000,8,320,8000000,5600000,9600000,3100000,1
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,0,0,0,8800000,20200000,4,433,16000000,4200000,30500000,12400000,1
295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,1,0,1,300000,1000000,10,431,400000,500000,900000,100000,1
296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,5,0,1,8600000,28900000,8,516,9900000,1800000,30200000,6800000,1
297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,2,0,1,3500000,12000000,14,476,1100000,6800000,12400000,2900000,1
298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,5,0,0,800000,2600000,6,560,100000,200000,3000000,1000000,0
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,2,0,0,8000000,27100000,12,674,14400000,400000,25300000,6400000,0
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0,0,1,9900000,38200000,6,573,17200000,10000000,20100000,5900000,0
301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,2,0,0,3300000,6600000,6,331,6300000,2000000,8900000,2700000,1
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,4,0,1,2000000,6700000,12,633,100000,800000,4800000,2000000,0
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,3,0,0,4900000,12900000,18,877,1800000,7000000,17900000,3300000,0
304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,5,0,1,9200000,23600000,12,656,1400000,11200000,36400000,4900000,0
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,0,0,0,7500000,18200000,6,782,7400000,12000000,19800000,4100000,0
306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,5,0,0,9000000,29300000,4,531,10400000,9500000,35500000,5800000,0
307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,3,0,0,1400000,4100000,8,455,3000000,1400000,2900000,2100000,1
308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,3,0,0,9600000,19900000,14,452,4200000,16200000,28500000,6600000,1
309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,2,0,0,8400000,33200000,14,474,19600000,15000000,25400000,11500000,1
310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,3,0,0,6400000,24400000,4,483,7800000,2400000,19100000,4500000,0
311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,4,0,0,5900000,16800000,8,481,6900000,11400000,19500000,3300000,1
312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,2,0,1,2200000,5100000,20,859,3800000,1200000,6400000,3100000,0
313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,4,0,1,5600000,14100000,14,696,9000000,9200000,16500000,6800000,0
314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,4,0,0,9800000,28700000,6,778,16600000,7400000,29700000,11100000,0
315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,4,0,0,4400000,14600000,4,499,1300000,6500000,16100000,5700000,0
316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,2,0,1,2400000,4900000,4,888,6400000,4300000,5100000,3400000,0
317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,1,0,0,4400000,10800000,12,674,9600000,2700000,17200000,5300000,0
318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,4,0,0,3700000,13200000,4,802,9800000,2400000,12500000,4300000,0
319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,4,0,1,2300000,7800000,8,540,1500000,3400000,4700000,2800000,1
320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,4,0,1,5900000,19600000,8,726,17400000,6800000,20100000,8000000,0
321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,4,0,1,6400000,23500000,2,485,7300000,2700000,23600000,3900000,0
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,4,0,1,4900000,17100000,6,612,1300000,7000000,19500000,5000000,0
323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,3,0,1,9500000,24200000,8,879,3100000,17200000,26400000,12700000,0
324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,2,0,0,5700000,16400000,12,708,3700000,800000,15000000,4400000,0
325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,2,0,1,2700000,5700000,8,850,3500000,5000000,10500000,3900000,0
326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,2,0,1,3900000,11300000,12,516,3100000,0,10400000,4600000,1
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,0,0,0,7800000,28800000,12,465,4700000,7500000,28800000,7400000,1
328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,0,0,0,1100000,3200000,20,716,1800000,1400000,3600000,1500000,0
329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,4,0,0,200000,600000,10,404,0,100000,400000,0,1
330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,0,0,1,4700000,10600000,20,512,8400000,4000000,12300000,7000000,1
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,3,0,1,8200000,20600000,10,441,16100000,11400000,29100000,6100000,1
332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,2,0,1,4600000,18400000,2,555,7700000,2400000,14200000,4200000,0
333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,5,0,0,1800000,7000000,18,466,2600000,2100000,6000000,1900000,1
334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,3,0,1,3200000,8600000,2,427,3900000,1800000,7100000,4700000,1
335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,4,0,1,5500000,20000000,14,593,15100000,2700000,19900000,4900000,0
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,3,0,0,7900000,18300000,10,731,4200000,3400000,22200000,8400000,0
337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,1,0,1,4000000,10100000,16,451,7000000,3900000,14300000,3900000,1
338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,3,0,1,6800000,16900000,18,628,3600000,900000,15600000,4900000,0
339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,1,0,0,2700000,9400000,18,704,5300000,2300000,6400000,2400000,0
340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,2,0,0,6800000,23500000,12,341,19300000,11800000,14300000,8500000,1
341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,5,0,0,8600000,21000000,8,465,11700000,14900000,19500000,9900000,1
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,4,0,0,8000000,30100000,4,431,11900000,13800000,18800000,11500000,0
343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,1,0,1,3700000,12600000,10,424,5400000,1100000,14200000,4400000,1
344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,0,0,0,2600000,5100000,14,678,500000,1200000,6000000,3100000,0
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,4,0,0,4200000,16800000,6,381,9600000,3800000,14800000,5900000,1
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,5,0,1,8000000,28000000,10,449,18500000,1500000,17400000,3900000,1
347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,1,0,0,7100000,23500000,12,768,6400000,12100000,22400000,7300000,0
348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,0,0,0,2000000,7000000,6,666,0,1200000,4300000,1400000,1
349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,4,0,1,5800000,13300000,14,742,16100000,9300000,16300000,7000000,0
350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,3,0,1,6700000,15800000,4,445,10500000,7600000,14100000,9100000,1
351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,2,0,0,7300000,28700000,14,634,5900000,3800000,21200000,10800000,0
352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,4,0,0,3300000,9700000,14,782,2500000,0,10400000,2200000,0
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,0,0,0,3000000,7000000,10,781,7200000,600000,11700000,2700000,0
354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,4,0,0,7900000,17200000,14,318,14200000,9500000,23200000,9000000,1
355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,5,0,0,7600000,24100000,18,721,21900000,11500000,22900000,7200000,0
356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,5,0,0,3700000,9800000,4,563,9500000,5100000,11200000,3000000,0
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,2,0,0,8400000,26300000,4,419,22900000,7900000,29200000,6200000,0
358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,0,0,1,8200000,20800000,14,372,3800000,100000,26100000,5200000,1
359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,0,0,0,2900000,9500000,18,885,4300000,2300000,6500000,3500000,0
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,1,0,1,9900000,38400000,12,596,10000000,9300000,36500000,6800000,0
361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,0,0,0,4400000,14100000,2,349,3300000,1300000,8800000,6200000,0
362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,1,0,1,9000000,32200000,16,468,4500000,16400000,28600000,10900000,1
363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,3,0,1,6800000,26900000,16,818,14700000,10400000,26300000,7300000,0
